,1.txt,10.txt,2.txt,3.txt,4.txt,5.txt,6.txt,7.txt,8.txt,9.txt
instituted,1,0,0,0,0,0,0,0,0,0
facility,2,0,0,0,0,0,3,0,6,0
problem,2,1,0,0,0,0,0,0,1,4
boost,1,1,0,0,0,0,0,0,0,0
extent,2,0,0,0,0,0,0,0,0,2
underlying,2,0,0,0,0,1,1,0,0,5
andrew,2,0,0,0,0,0,0,0,0,0
clark,2,0,0,0,0,0,0,0,0,0
cardiovascular,1,0,2,0,0,0,0,0,0,5
predispose,1,0,0,0,0,0,0,0,0,0
glob,1,0,0,0,0,0,0,0,0,0
analysing,1,0,0,0,0,0,0,0,0,0
elevated,3,0,0,1,0,0,0,0,0,0
swiss,1,0,1,0,0,0,0,0,0,0
geneva,2,0,0,0,0,0,0,0,0,0
silvia,2,0,0,0,0,0,0,0,0,0
stringhini,2,0,0,0,0,0,0,0,0,0
stem,1,0,0,0,0,0,0,0,0,0
ageing,1,0,0,0,0,0,0,0,0,0
karaoke,2,0,0,0,0,0,0,0,0,0
gym,2,0,0,0,0,0,0,0,0,0
superspread,4,0,0,0,0,0,0,0,0,0
breathe,1,0,0,0,0,0,0,0,0,0
session,1,0,0,0,0,0,0,0,0,0
japan,2,0,0,0,0,0,0,0,0,0
hitoshi,1,0,0,0,0,0,0,0,0,0
oshitani,1,0,0,0,0,0,0,0,0,0
tohoku,1,0,0,0,0,0,0,0,0,0
sendai,1,0,0,0,0,0,0,0,0,0
attended,3,0,0,0,11,0,0,0,0,1
venue,2,0,0,0,0,0,0,0,0,0
furuse,1,0,0,0,0,0,0,0,0,0
musical,1,0,0,0,0,0,0,0,0,0
workplace,2,0,0,0,0,0,0,0,0,0
concert,1,0,0,0,0,0,0,0,0,0
example,3,0,1,0,0,0,0,0,0,1
performer,1,0,0,0,0,0,0,0,0,0
audience,1,0,0,0,0,0,0,0,0,0
quest,1,0,0,0,0,0,0,0,0,0
harmless,1,0,0,0,0,0,0,0,0,0
attaching,1,0,0,0,0,0,0,0,0,0
impervious,1,0,0,0,0,0,0,0,0,0
transgenic,1,0,0,0,0,0,0,0,0,0
jincun,1,0,0,0,0,0,0,0,0,0
zhao,2,0,0,0,0,0,0,0,0,0
adenovirus,1,0,0,0,0,0,0,0,0,0
workhorse,1,0,0,0,0,0,0,0,0,0
deliver,1,0,0,0,0,0,0,0,0,0
successfully,1,0,0,0,1,0,0,0,0,0
treated,2,0,0,3,0,1,0,1,0,0
import,1,0,0,0,0,0,0,0,0,0
headline,1,0,0,0,0,0,0,0,0,0
focusing,1,0,0,0,0,0,0,1,0,0
killed,1,0,0,0,0,0,0,0,0,0
oliver,1,0,0,0,0,0,0,0,0,0
pybus,2,0,0,0,0,0,0,0,0,0
rambaut,1,0,0,0,0,0,0,0,0,0
virological,1,0,0,0,0,0,0,1,0,0
tracked,2,0,0,0,0,0,0,0,0,0
border,1,0,0,0,0,0,1,0,0,0
underestimate,2,0,0,0,0,0,0,1,0,0
accounted,2,0,0,0,0,0,0,0,1,0
coming,1,0,0,0,0,0,0,0,2,0
conscript,1,0,0,0,0,0,0,0,0,0
pair,1,0,0,0,0,0,0,0,0,0
offering,1,0,0,0,0,0,0,0,0,0
cullen,1,0,0,0,0,0,0,0,0,0
yohei,1,0,0,0,0,0,0,0,0,0
yamauchi,1,0,0,0,0,0,0,0,0,0
fragment,3,0,0,0,0,0,0,0,0,0
mikael,1,0,0,0,0,0,0,0,0,0
simon,3,0,0,0,0,0,0,0,0,0
technical,1,0,0,0,0,0,0,0,0,0
munich,1,0,0,0,0,0,0,0,0,0
daly,1,0,0,0,0,0,0,0,0,0
grown,1,0,0,0,0,0,0,0,0,0
interaction,5,0,0,0,0,0,0,1,0,0
combat,1,0,0,0,0,0,1,0,0,0
fine,4,0,0,0,0,0,0,0,0,0
unknowingly,1,0,0,0,0,0,0,0,0,0
vietnam,3,0,0,0,0,0,0,0,0,0
admitted,1,0,0,0,0,1,0,2,2,8
tan,1,0,0,0,0,0,0,0,0,0
chi,1,0,0,0,0,0,0,0,0,0
minh,1,0,0,0,0,0,0,0,0,0
chau,1,0,0,0,0,0,0,0,0,0
point,5,0,17,3,23,5,0,0,0,0
resounding,1,0,0,0,0,0,0,0,0,0
thwarting,1,0,0,0,0,0,0,0,0,0
samir,1,0,0,0,0,0,0,0,0,0
bhatt,1,0,0,0,0,0,0,0,0,0
european,1,0,0,0,0,0,0,0,0,0
flaxman,1,0,0,0,0,0,0,0,0,0
policy,4,0,0,0,0,0,1,1,17,0
aimed,1,0,1,0,0,0,0,0,0,1
halt,1,0,0,0,0,0,0,0,0,0
restrict,1,0,0,0,0,0,0,0,1,0
reducing,1,1,0,1,2,0,0,0,0,0
solomon,1,0,0,0,0,0,0,0,0,0
hsiang,2,0,0,0,0,0,0,0,0,0
changed,1,0,0,0,0,0,0,0,0,1
averted,1,0,0,0,0,0,0,0,0,0
stemming,1,0,0,0,0,0,0,0,0,0
pose,1,0,0,0,0,0,0,1,0,0
minor,1,0,0,0,0,0,0,0,0,0
ricarda,1,0,0,0,0,0,0,0,0,0
schmithausen,1,0,0,0,0,0,0,0,0,0
bonn,1,0,0,0,0,0,0,0,0,0
döhla,1,0,0,0,0,0,0,0,0,0
object,1,0,0,0,0,0,0,0,0,0
door,1,1,0,0,0,0,0,0,0,0
knob,1,0,0,0,0,0,0,0,0,0
bathroom,1,0,0,0,0,0,0,0,0,0
drain,1,0,0,0,0,0,0,0,0,0
toilet,3,0,0,0,0,0,0,0,0,0
grow,1,0,0,0,0,0,0,0,0,0
pick,1,0,0,0,0,0,0,0,0,0
aerosol,5,0,0,0,0,0,0,0,0,0
interpreted,1,0,0,0,1,0,0,0,0,0
cautiously,1,0,0,0,0,0,0,0,0,0
exhaled,3,0,0,0,0,0,0,0,0,0
coughed,2,0,0,0,0,0,0,0,0,0
droplet,6,0,0,0,0,0,0,0,0,0
main,2,0,0,0,0,0,0,0,0,5
wastewater,1,0,0,0,0,0,0,0,0,0
tom,1,0,0,0,0,0,0,0,0,0
karlsen,1,0,0,0,0,0,0,0,0,0
oslo,1,0,0,0,0,0,0,0,0,0
ellinghaus,1,0,0,0,0,0,0,0,0,0
lie,1,0,0,0,0,0,0,0,0,0
swathe,1,0,0,0,0,0,0,0,0,0
determines,1,0,0,1,0,1,0,0,0,0
flagged,1,0,0,0,0,0,0,0,0,0
chromosome,1,0,0,0,0,0,0,0,0,0
interacts,1,0,0,0,0,0,0,0,0,0
hailed,1,0,0,0,0,0,0,0,0,0
fails,1,0,0,0,0,0,0,0,0,0
hydroxychloroquine,7,0,0,0,0,0,0,0,0,2
leader,2,0,0,0,0,0,0,0,0,0
embraced,1,0,0,0,0,0,0,0,0,0
agent,1,0,1,3,2,1,0,0,0,0
boulware,2,0,0,0,0,0,0,0,0,0
minnesota,1,0,0,0,0,0,0,0,0,0
minneapolis,1,0,0,0,0,0,0,0,0,0
shared,1,1,0,0,0,0,0,0,0,0
note,2,0,0,0,0,0,0,0,0,0
caveat,1,0,0,0,0,0,0,0,0,0
unless,1,0,0,1,0,0,0,0,2,3
unaccounted,1,0,0,0,0,0,0,0,0,0
downplay,1,0,0,0,0,0,0,0,0,0
isabel,1,0,0,0,0,0,0,0,0,0
osf,1,0,0,0,0,0,0,0,0,0
preprints,2,0,0,0,0,0,0,0,0,0
fraction,2,1,1,0,0,1,0,0,0,0
guarantee,2,0,0,0,0,0,0,0,0,0
jared,1,0,0,0,0,0,0,0,0,0
bullard,2,0,0,0,0,0,0,0,0,0
manitoba,1,0,0,0,0,0,0,0,0,0
winnipeg,1,0,0,0,0,0,0,0,0,0
necessarily,1,0,0,0,0,0,0,0,1,0
strictly,1,0,0,0,0,0,0,0,0,0
richard,1,0,0,0,0,0,0,0,0,0
boucher,1,0,0,0,0,0,0,0,0,0
chapel,1,0,0,0,0,0,0,0,0,0
ease,1,0,0,0,0,0,0,0,0,0
tract,4,0,0,0,0,2,0,0,0,0
gradient,2,0,0,0,0,0,0,0,0,0
infectivity,1,1,0,0,1,0,0,0,0,0
decrease,1,1,0,0,0,7,0,0,0,0
upper,1,0,1,1,0,1,0,0,0,0
cavity,1,0,0,0,0,0,0,0,0,0
deep,1,0,0,0,0,0,0,0,0,4
neatly,1,0,0,0,0,0,0,0,0,0
express,1,0,0,0,0,0,0,0,0,0
sneak,1,0,0,0,0,0,0,0,0,0
breathed,1,0,0,0,0,0,0,0,0,0
preventative,1,0,0,0,0,0,0,0,0,0
cleansing,1,0,0,0,0,0,0,0,0,0
opportunity,2,1,0,0,0,0,0,0,2,1
contradicted,1,0,0,0,0,0,0,0,0,0
publicized,1,0,0,0,0,0,0,0,0,0
silently,1,0,0,0,0,0,0,0,0,0
traced,3,0,0,0,0,0,0,0,0,0
designated,1,0,0,0,2,0,0,0,0,1
worobey,2,0,0,0,0,0,0,0,0,0
arizona,1,0,0,0,0,0,0,0,0,0
tucson,1,0,0,0,0,0,0,0,0,0
wider,1,0,0,0,0,0,0,0,0,0
actual,1,0,0,1,0,0,0,0,0,0
portion,3,0,0,0,8,0,0,0,0,0
extremely,1,0,0,0,0,0,0,0,0,0
adi,1,0,0,0,0,0,0,0,0,0
stern,1,0,0,0,0,0,0,0,0,0
tel,1,0,0,0,0,0,0,0,0,0
aviv,1,0,0,0,0,0,0,0,0,0
miller,1,0,0,0,0,0,0,0,0,0
illustrating,1,0,0,0,0,0,0,0,0,0
superspreaders,1,0,0,0,0,0,0,0,0,0
traveler,2,0,0,0,0,0,0,0,0,0
disproportionate,1,0,0,1,0,0,0,0,0,0
explanation,1,0,0,0,0,0,0,0,0,0
banned,1,0,0,0,0,0,0,0,0,0
systematic,1,0,0,1,0,0,0,0,0,0
journal,1,0,0,0,0,0,0,0,0,0
russell,1,0,0,0,0,0,0,0,0,0
viner,2,0,0,0,0,0,0,0,0,0
screened,1,0,2,0,1,0,0,0,0,0
provided,1,0,7,7,11,10,0,0,1,2
met,1,0,2,2,0,1,0,0,0,1
criterion,1,0,4,3,1,3,0,1,0,2
inclusion,1,0,0,2,1,3,0,0,0,0
played,1,0,0,0,0,0,0,0,0,0
smaller,1,0,0,0,1,2,0,0,0,0
conclude,1,0,0,0,0,0,0,0,0,0
trump,2,0,0,0,0,0,2,0,0,0
favoured,1,0,0,0,0,0,0,0,0,0
president,1,0,0,0,0,0,0,0,0,0
donald,1,0,0,0,0,0,0,0,0,0
touted,1,0,0,0,0,0,0,0,0,0
antimalarial,1,0,0,0,0,1,0,0,0,0
abnormal,2,0,0,0,0,0,0,0,0,8
rhythm,1,0,0,0,0,0,0,0,0,0
mandeep,1,0,0,0,0,0,0,0,0,0
mehra,3,0,0,0,0,0,0,0,0,0
vascular,1,0,0,0,0,0,0,0,0,0
drew,1,0,0,0,0,0,0,0,0,0
chloroquine,1,0,0,0,0,0,0,0,0,2
antibiotic,1,0,0,0,0,0,0,0,0,1
disordered,1,0,0,0,0,0,0,0,0,0
heartbeat,1,0,0,0,0,0,0,0,0,0
arrhythmia,1,0,0,0,0,0,0,0,0,0
shortens,1,0,0,0,0,0,0,0,0,0
beigel,2,0,0,0,0,0,0,0,0,0
rockville,1,0,0,0,0,0,0,0,0,0
editor,1,0,0,0,0,0,0,0,0,0
retraction,1,0,0,0,0,0,0,0,0,0
controversial,1,0,0,0,0,0,0,0,0,0
explored,1,0,0,0,0,1,0,0,0,0
composed,2,0,0,0,0,0,0,0,0,0
multiplication,1,0,0,0,0,0,0,0,0,0
unvaccinated,2,0,0,0,0,0,0,0,0,0
inspire,1,0,0,0,0,0,0,0,0,0
stimulate,1,0,0,0,0,0,0,0,0,0
davide,2,0,0,0,0,0,0,0,0,0
robbiani,2,0,0,0,0,0,0,0,0,0
varying,1,0,0,1,0,1,0,0,0,0
elicit,1,1,0,0,0,0,0,0,0,0
universally,1,0,0,0,0,0,0,0,0,0
resist,1,0,0,0,0,0,0,0,0,0
issue,1,0,0,2,0,0,1,1,0,0
appetite,1,0,0,0,0,0,0,0,0,0
chandrashekar,1,0,0,0,0,0,0,0,0,0
over,1,0,0,0,0,0,0,0,0,0
fought,1,0,0,0,0,0,0,0,0,0
ravage,1,0,0,0,0,0,0,0,0,0
brain,3,0,0,0,0,0,0,0,0,0
kidney,5,0,0,0,0,0,0,0,0,15
principally,1,0,0,0,0,0,0,0,0,0
considered,1,0,0,2,1,0,0,0,0,1
experience,1,2,0,0,1,0,0,0,1,0
stroke,1,0,0,0,0,0,0,1,0,6
tobias,1,0,0,0,0,0,0,0,0,0
huber,1,0,0,0,0,0,0,0,0,0
abundant,1,0,0,0,0,0,0,0,0,0
puelles,1,0,0,0,0,0,0,0,0,0
scrutinizing,1,0,0,0,0,0,0,0,0,0
database,1,0,1,0,1,1,0,0,0,0
encourage,1,0,0,0,0,0,0,0,0,0
additional,2,0,1,2,7,2,0,0,0,0
compartment,1,0,0,0,0,0,0,0,0,0
distant,1,0,0,0,0,0,0,0,1,0
dubbed,1,0,0,0,0,0,0,0,0,0
corti,1,0,0,0,0,0,0,0,0,0
bellinzona,1,0,0,0,0,0,0,0,0,0
pinto,1,0,0,0,0,0,0,0,0,0
attache,2,0,0,0,0,0,0,0,0,0
structural,1,0,0,1,0,0,0,0,0,0
attachment,1,0,1,0,0,1,0,0,0,0
better,3,1,2,0,1,4,0,0,0,1
owner,2,0,0,0,0,0,0,0,0,0
sit,2,0,0,0,0,0,0,0,0,0
pomeranian,1,0,0,0,0,0,0,0,0,0
german,1,0,0,0,0,0,0,0,0,0
shepherd,1,0,0,0,0,0,0,0,0,0
noticeably,1,0,0,0,0,0,0,0,0,0
vincent,1,0,0,0,0,0,0,0,0,0
munster,1,0,0,0,0,0,0,0,0,0
hamilton,1,0,0,0,0,0,0,0,0,0
montana,1,0,0,0,0,0,0,0,0,0
sarah,1,0,0,0,0,0,0,0,0,0
gilbert,1,0,0,0,0,0,0,0,0,0
doremalen,1,0,0,0,0,0,0,0,0,0
entering,1,0,0,0,0,0,0,0,0,0
stopped,3,0,2,0,0,0,0,0,0,0
multiplying,1,0,0,0,0,0,0,0,0,0
lifting,1,0,0,0,0,0,0,0,0,0
spell,1,0,0,0,0,0,0,0,0,0
stood,1,0,0,0,0,0,0,0,0,0
cauchemez,1,0,0,0,0,0,0,0,0,0
pasteur,1,0,0,0,0,0,0,0,0,0
salje,1,0,0,0,0,0,0,0,0,0
projected,1,0,1,0,0,0,0,0,0,0
relaxed,1,0,0,0,0,0,0,0,0,0
choir,5,0,0,0,0,0,0,0,0,0
lea,2,0,0,0,0,0,0,0,0,0
hamner,2,0,0,0,0,0,0,0,0,0
skagit,1,0,0,0,0,0,0,0,0,0
vernon,1,0,0,0,0,0,0,0,0,0
evening,1,0,0,0,0,0,0,0,0,0
attendance,1,0,0,0,0,0,0,0,0,0
sat,1,0,0,0,0,0,0,0,0,0
row,1,0,0,0,0,0,0,0,0,0
sang,1,0,0,0,0,0,0,0,0,0
emphasizes,1,0,0,0,0,0,0,0,0,0
avoiding,1,0,0,0,0,0,0,0,0,0
crowd,2,0,0,0,0,0,0,0,0,0
bay,1,0,0,5,0,0,0,0,0,0
youngest,1,0,0,0,0,0,0,0,0,0
garazzino,2,0,0,0,0,0,0,0,0,0
turin,1,0,0,0,0,0,0,0,0,0
clinic,1,0,0,0,0,0,0,1,0,1
eurosurveillance,1,0,0,0,0,0,0,0,0,0
overall,2,3,0,7,5,1,0,1,1,0
commuter,3,0,0,0,0,0,0,0,0,0
birth,1,0,0,0,0,0,0,0,0,0
facebook,1,0,0,0,0,0,0,0,0,0
niloufar,1,0,0,0,0,0,0,0,0,0
kavian,1,0,0,0,0,0,0,0,0,0
valkenburg,1,0,0,0,0,0,0,0,0,0
wanted,1,0,0,0,0,0,0,0,0,0
hachim,1,0,0,0,0,0,0,0,0,0
distinguished,1,0,0,0,0,0,0,0,0,0
determinant,1,0,0,1,0,0,0,0,0,0
minority,3,0,0,14,0,0,0,0,0,0
ethnic,3,0,0,14,0,0,0,0,0,0
troubling,1,0,0,0,0,0,0,0,0,0
white,2,0,0,3,0,1,0,0,0,2
socioeconomic,1,0,0,1,0,0,0,0,0,0
kind,1,0,0,0,0,0,0,0,0,0
ben,1,0,0,0,0,0,0,0,0,0
goldacre,1,0,0,0,0,0,0,0,0,0
williamson,1,0,0,0,0,0,0,0,0,0
belong,1,0,0,0,0,0,0,0,0,0
heightened,1,0,0,0,0,0,0,0,0,0
disadvantage,1,0,0,0,0,0,0,0,0,0
income,1,0,0,0,0,0,0,0,0,0
urgent,1,0,0,0,1,0,0,0,0,0
everyone,1,2,0,0,0,0,0,0,0,0
recovers,1,0,0,0,0,0,0,0,0,0
length,1,0,0,0,0,0,0,0,0,0
cleared,1,1,0,0,0,0,0,0,0,0
laypeople,1,0,0,0,0,0,0,0,0,0
specialized,1,0,0,0,0,0,0,0,0,0
equipment,3,0,0,0,0,0,0,0,3,0
personnel,1,0,0,0,1,0,0,0,0,0
quicker,1,0,0,0,0,0,0,0,0,0
simpler,1,0,0,0,0,0,0,0,0,0
procedure,3,0,0,0,0,0,0,1,4,3
requires,2,1,0,0,0,0,0,0,0,0
reagent,1,0,0,0,0,0,0,0,0,0
protocol,4,1,3,3,6,3,0,0,0,0
layperson,1,0,0,0,0,0,0,0,0,0
access,1,0,2,1,1,0,0,0,3,2
sou,1,0,0,0,0,0,0,0,0,0
vide,1,0,0,0,0,0,0,0,0,0
cooker,1,0,0,0,0,0,0,0,0,0
kitchen,1,0,0,0,0,0,0,0,0,0
commonly,1,0,1,1,0,0,0,0,0,0
joung,1,0,0,0,0,0,0,0,0,0
strip,1,0,0,0,0,0,0,0,0,0
pregnancy,1,0,0,0,0,0,0,0,0,0
office,1,0,0,0,0,0,0,0,0,0
speedy,1,0,0,0,0,0,0,0,0,0
churn,1,0,0,0,0,0,0,0,0,0
synthetic,4,0,0,0,0,0,0,1,0,0
yeast,2,0,0,0,0,0,0,0,0,0
create,1,0,0,0,0,0,0,0,0,0
achieve,1,0,0,0,0,0,0,0,0,0
joerg,1,0,0,0,0,0,0,0,0,0
jores,1,0,0,0,0,0,0,0,0,0
volker,1,0,0,0,0,0,0,0,0,0
bern,1,0,0,0,0,0,0,0,0,0
overlapping,1,0,0,1,0,0,0,0,0,0
stretch,1,0,0,0,0,0,0,0,0,0
converted,1,0,0,0,0,0,0,0,0,0
thao,1,0,0,0,0,0,0,0,0,0
saccharomyces,1,0,0,0,0,0,0,0,0,0
cerevisiae,1,0,0,0,0,0,0,0,0,0
stitched,1,0,0,0,0,0,0,0,0,0
complete,1,1,0,0,0,0,0,0,0,3
built,1,0,0,0,0,0,0,0,0,0
converting,1,0,0,0,0,0,0,0,0,0
inserting,1,0,0,0,0,0,0,0,0,0
strand,1,0,0,0,0,0,0,0,0,0
assemble,1,0,0,0,0,0,0,0,0,0
what,1,0,0,0,0,0,0,0,0,0
answer,1,0,0,0,0,0,0,0,0,0
ban,2,0,0,0,0,0,0,0,0,0
painful,1,0,0,0,0,0,0,0,0,0
marco,1,0,0,0,0,0,0,0,0,0
ajelli,1,0,0,0,0,0,0,0,0,0
authority,3,0,0,0,2,0,0,0,0,0
mandated,1,0,0,0,0,0,0,0,0,0
stringent,1,0,0,0,0,0,0,0,0,0
drastic,1,0,0,0,0,0,0,0,0,0
bring,2,0,0,0,0,0,0,0,0,0
relieved,1,0,0,0,0,0,0,0,0,0
shengjie,1,0,0,0,0,0,0,0,0,0
lai,2,0,0,0,0,0,0,0,0,0
southampton,1,0,0,0,0,0,0,0,0,0
soared,1,0,0,0,0,0,0,0,0,0
delayed,1,0,0,0,0,1,0,0,0,0
portrait,1,0,0,0,0,0,0,0,0,0
enzyme,6,0,0,0,1,1,0,0,0,1
hunt,1,0,0,0,0,0,0,0,0,0
clue,1,1,0,0,0,0,0,0,0,0
patrick,1,0,0,0,0,0,0,0,0,0
cramer,1,0,0,0,0,0,0,0,0,0
max,1,0,0,0,0,0,0,0,0,0
planck,1,0,0,0,0,0,0,0,0,0
biophysical,1,0,0,0,0,0,0,0,0,0
chemistry,1,0,0,0,0,0,0,0,0,0
göttingen,1,0,0,0,0,0,0,0,0,0
imaging,1,0,0,1,0,0,0,0,0,8
copied,1,0,0,0,0,0,0,0,0,0
hillen,1,0,0,0,0,0,0,0,0,0
posting,13,0,0,0,0,0,0,0,0,0
xu,1,0,0,0,0,0,0,0,0,0
materia,1,0,0,0,0,0,0,0,0,0
medica,1,0,0,0,0,0,0,0,0,0
solved,1,0,0,0,0,0,0,0,0,0
snippet,1,0,0,0,0,0,0,0,0,0
yin,1,0,0,0,0,0,0,0,0,0
differs,1,0,0,0,0,0,0,0,0,0
ferret,2,0,0,0,0,0,0,0,0,0
idea,1,1,0,0,0,0,0,0,0,0
tenoever,1,0,0,0,0,0,0,0,0,0
unusually,1,0,0,0,0,0,0,0,0,0
imbalance,1,0,1,0,0,0,0,0,0,0
replication,1,0,0,0,0,0,0,0,0,0
promotes,1,0,0,0,0,0,0,0,0,0
shenzhen,3,0,0,0,0,0,0,0,0,0
justin,1,0,0,0,0,0,0,0,0,0
lessler,1,0,0,0,0,0,0,0,0,0
hopkins,1,0,0,0,0,0,0,0,0,0
bloomberg,1,0,0,0,0,0,0,0,0,0
baltimore,1,0,0,0,0,0,1,0,0,0
tiejian,1,0,0,0,0,0,0,0,0,0
bi,1,0,0,0,0,0,0,0,0,0
posted,1,0,0,0,0,0,0,0,0,0
online,1,0,1,0,0,0,0,0,0,0
original,1,0,0,0,0,0,0,0,0,0
hijacking,1,0,0,0,0,0,0,0,0,0
learn,1,0,0,0,0,0,0,0,0,0
alex,1,0,0,0,0,0,0,0,0,0
shalek,1,0,0,0,0,0,0,0,0,0
jose,1,0,1,0,0,0,0,0,0,0
ziegler,1,0,0,0,0,0,0,0,0,0
flu,1,0,0,0,0,0,0,0,0,0
switch,1,0,0,0,0,0,0,0,0,0
workaround,1,0,0,0,0,0,1,0,0,0
scarcity,1,0,0,0,0,0,0,0,1,0
hampered,1,0,0,0,0,0,0,0,0,0
shortage,2,0,0,1,0,0,0,0,0,0
solution,3,0,0,0,1,0,0,0,0,0
overcome,1,0,0,0,0,0,0,0,0,0
difficulty,1,0,0,0,0,0,0,0,0,13
starita,1,0,0,0,0,0,0,0,0,0
jay,1,0,0,0,0,0,0,0,0,0
shendure,1,0,0,0,0,0,0,0,0,0
srivatsan,1,0,0,0,0,0,0,0,0,0
correctly,1,0,0,0,1,0,0,0,0,0
conventional,1,0,0,0,0,0,0,1,0,0
extraction,1,0,0,0,0,0,0,0,0,0
yielded,2,0,0,0,0,0,0,0,0,0
enable,1,0,0,0,0,0,0,0,0,0
centralized,1,0,0,0,0,0,0,0,0,0
airborne,4,0,0,0,0,0,0,0,0,0
lan,1,0,0,0,0,0,0,0,0,0
room,2,0,0,0,0,0,0,0,8,0
disinfected,1,0,0,0,0,0,0,0,0,0
routine,1,0,0,0,0,0,0,0,1,0
disinfection,1,0,0,0,0,0,0,0,0,0
accurately,1,0,0,0,0,0,0,0,0,0
safer,1,0,0,0,0,0,0,0,0,0
rubbed,1,0,0,0,0,0,0,0,0,0
sneeze,2,0,0,0,0,0,0,0,0,0
launching,1,0,0,0,0,0,0,0,0,0
barrage,1,0,0,0,0,0,0,0,0,0
anne,1,0,0,0,0,0,0,0,0,0
wyllie,2,0,0,0,0,0,0,0,0,0
italian,1,0,0,0,0,0,0,8,0,0
vo,2,0,0,0,0,0,0,0,0,0
service,1,0,0,1,2,0,0,0,1,0
commercial,1,0,1,0,0,0,0,0,0,0
andrea,1,0,4,0,0,0,0,0,0,0
crisanti,1,0,0,0,0,0,0,0,0,0
swabbed,1,0,0,0,0,0,0,0,0,0
lavezzo,1,0,0,0,0,0,0,0,0,0
strict,1,0,0,0,0,0,0,1,0,0
chuan,1,0,0,0,0,0,0,0,0,0
qin,1,0,0,0,0,0,0,0,0,0
peking,1,0,0,0,0,0,0,0,0,3
union,1,0,0,0,0,1,0,0,0,3
beijing,1,0,0,0,0,0,0,0,0,1
chemically,1,0,0,0,0,0,0,0,0,0
inactivated,1,0,0,0,0,0,0,0,0,0
gao,1,0,0,0,0,0,0,0,0,0
intentionally,1,0,0,0,0,0,0,0,0,0
approval,1,0,0,1,1,0,0,0,0,1
stemmed,1,0,0,0,0,0,0,0,0,0
harsh,1,0,0,0,0,0,0,0,0,0
slowed,1,0,0,0,0,0,0,0,0,0
relying,1,0,0,0,0,0,0,0,0,0
halted,1,0,0,0,0,0,0,0,0,0
attempt,1,0,0,0,0,0,0,0,1,0
relied,1,0,0,0,0,0,0,0,0,0
avoided,1,0,0,0,0,0,0,0,2,0
behavioural,1,0,0,0,0,0,0,0,0,0
safe,1,0,0,1,0,1,0,0,0,0
bristle,1,0,0,0,0,0,0,0,0,0
spiny,1,0,0,0,0,0,0,0,0,0
allowing,1,1,0,0,0,0,0,0,1,0
hyeryun,1,0,0,0,0,0,0,0,0,0
choe,1,0,0,0,0,0,0,0,0,0
farzan,1,0,0,0,0,0,0,0,0,0
scripps,1,0,0,0,0,0,0,0,0,0
jupiter,1,0,0,0,0,0,0,0,0,0
immunized,1,0,1,0,0,0,0,0,0,0
rat,1,0,0,0,0,0,0,0,0,0
quinlan,1,0,0,0,0,0,0,0,0,0
ski,3,0,0,0,0,0,0,0,0,0
buff,1,0,0,0,0,0,0,0,0,0
holidaymaker,1,0,0,0,0,0,0,0,0,0
alp,1,0,0,0,0,0,0,0,0,0
strain,1,10,0,0,0,0,0,0,0,0
originated,1,0,0,0,0,0,0,0,0,0
austria,1,0,0,0,0,0,0,0,0,0
alpine,1,0,0,0,0,0,0,0,0,0
resort,1,0,0,0,0,0,0,0,0,0
successful,1,1,0,0,0,0,0,0,0,0
relief,1,0,0,0,0,0,0,0,0,0
unleash,1,0,0,0,0,0,0,0,0,0
eased,1,0,0,0,0,0,0,0,0,0
yonatan,1,0,0,0,0,0,0,0,0,0
grad,1,0,0,0,0,0,0,0,0,0
marc,1,0,1,0,0,0,0,0,0,0
lipsitch,1,0,0,0,0,0,0,0,0,0
temperate,1,0,0,0,0,0,0,0,0,0
leave,1,0,0,0,0,0,0,0,3,0
ramp,1,0,0,0,0,0,0,0,0,0
repeated,1,0,0,0,0,0,0,0,0,0
wintertime,1,0,0,0,0,0,0,0,0,0
adapted,1,0,0,0,0,0,0,0,0,0
proposed,1,0,0,0,0,0,0,0,2,0
tagged,1,0,0,0,0,0,0,0,0,0
barcode,1,0,0,0,0,0,0,0,0,0
instrument,1,0,0,0,0,0,0,0,0,0
anticipate,1,0,0,0,0,0,0,0,0,0
validates,1,0,0,0,0,0,0,0,0,0
include,1,0,2,1,1,0,1,0,0,1
name,1,0,0,0,0,0,0,0,0,0
corresponding,1,0,0,0,1,0,0,0,0,2
crystal,1,0,0,0,0,0,0,0,0,0
protease,4,0,0,0,0,0,0,0,0,0
replicate,1,0,0,0,0,0,0,0,0,0
hualiang,1,0,0,0,0,0,0,0,0,0
jiang,1,0,0,0,0,0,0,0,0,0
zihe,1,0,0,0,0,0,0,0,0,0
rao,1,0,0,0,0,0,0,0,0,0
haitao,1,0,0,0,0,0,0,0,0,0
shanghaitech,1,0,0,0,0,0,0,0,0,0
deposited,1,0,0,0,0,0,0,0,0,0
ago,2,0,0,0,0,0,0,0,0,0
inhibitor,2,0,0,0,0,0,0,0,0,0
ebselen,1,0,0,0,0,0,0,0,0,0
infiltrating,1,0,0,0,0,0,0,0,0,0
hollow,2,0,0,0,0,0,0,0,0,0
wide,1,1,1,0,0,1,0,0,0,0
absent,1,0,0,0,0,0,0,0,0,0
foreign,1,0,0,0,0,0,0,0,0,0
intrudes,1,0,0,0,0,0,0,0,0,0
jinghe,1,0,0,0,0,0,0,0,0,0
huang,1,0,0,0,0,0,0,0,0,0
